STD_YM|INDEX_ID|HCODE|TIME|H_MAX_POP|W_MAX_POP|V_MAX_POP|F_MAX_POP|A_MAX_POP
201811|다라36ba77bb|2402064|00|0|0|0|0.0008|0
201811|다라36ba78aa|2402064|00|0|0|0|0.0176|0
201811|다라36ba78ab|2402064|00|0|0|0|0.0173|0
201811|다라36ba78ba|2402064|00|0|0|0|0.0307|0
201811|다라36ba78bb|2402064|00|0|0|0|0.0067|0
201811|다라36ba79aa|2402064|00|0|0|0|0.0068|0
201811|다라36ba79ab|2402064|00|0|0|0|0.0202|0
201811|다라36ba79ba|2402064|00|0|0|0|0.0562|0
201811|다라36bb78bb|2402064|00|0|0|0|0.0252|0
201811|다라36bb79ab|2402064|00|0|0|0|0.0358|0
201811|다라37aa77bb|2402064|00|0|0|0|0.0109|0
201811|다라37aa78aa|2402064|00|0|0|0|0.0018|0
201811|다라37aa78bb|2402064|00|0|0|0|0.0029|0
201811|다라37aa79aa|2402064|00|0|0|0|0.0089|0
201811|다라37aa79ab|2402064|00|0|0|0|0.0169|0
201811|다라37aa79ba|2402064|00|0|0|0|0.01|0
201811|다라37ab77ba|2402064|00|0|0|0|0.0018|0
201811|다라37ab77bb|2402064|00|18|1|18|0.0122|34
201811|다라37ab78aa|2402064|00|2|0|2|0.0009|4
201811|다라37ab79aa|2402064|00|0|0|0|0.044|0
201811|다라37ab79ba|2402064|00|0|0|0|0.0088|0
201811|다라37ab80aa|2402064|00|0|0|0|0.002|0
201811|다라37ba77bb|2402064|00|6|0|6|0.0142|12
201811|다라37ba78aa|2402064|00|7|0|7|0.0114|13
201811|다라37ba78ab|2402064|00|3|0|3|0.0132|6
201811|다라37ba78ba|2402064|00|0|0|0|0.0045|0
201811|다라37ba79aa|2402064|00|0|0|0|0.0068|0
201811|다라37ba79ab|2402064|00|0|0|0|0.0099|0
201811|다라37ba79ba|2402064|00|0|0|0|0.0083|0
201811|다라37ba79bb|2402064|00|0|0|0|0.0061|0
201811|다라37ba80aa|2402064|00|10|0|10|0.0164|18
201811|다라37bb77bb|2402064|00|0|0|0|0.0008|0
201811|다라37bb78aa|2402064|00|0|0|0|0.003|0
201811|다라37bb78ab|2402064|00|6|0|6|0.007|12
201811|다라37bb78ba|2402064|00|0|0|0|0.0109|0
201811|다라37bb78bb|2402064|00|0|0|0|0.0337|0
201811|다라37bb79aa|2402064|00|0|0|0|0.0134|0
201811|다라37bb79ab|2402064|00|9|0|9|0.0415|18
201811|다라37bb79ba|2402064|00|0|0|0|0.01|0
201811|다라37bb79bb|2402064|00|2|0|2|0.0427|4
201811|다라37bb80aa|2402064|00|0|0|0|0.0025|0
201811|다라37bb80bb|2402064|00|0|0|0|0.0054|0
201811|다라38aa77ba|2402064|00|0|0|0|0.0006|0
201811|다라38aa77bb|2402064|00|0|0|0|0.0016|0
201811|다라38aa78aa|2402064|00|0|0|0|0.0062|0
