STD_YM|INDEX_ID|HCODE|TIME|H_MAX_POP|W_MAX_POP|V_MAX_POP|F_MAX_POP|A_MAX_POP
201906|다라36ba77bb|2402064|00|0|0|0|0.0002|0
201906|다라36ba78aa|2402064|00|0|0|0|0.0259|0
201906|다라36ba79ab|2402064|00|2|0|3|0.0284|5
201906|다라36bb79ab|2402064|00|2|0|3|0.0502|5
201906|다라37aa77bb|2402064|00|0|0|0|0.0029|0
201906|다라37aa79ba|2402064|00|0|0|0|0.0141|0
201906|다라37ab77ba|2402064|00|0|0|0|0.0005|0
201906|다라37ab77bb|2402064|00|15|1|29|0.0044|45
201906|다라37ab78aa|2402064|00|2|0|2|0.0002|4
201906|다라37ab79ba|2402064|00|0|0|0|0.0061|0
201906|다라37ba77bb|2402064|00|5|0|7|0.0037|12
201906|다라37ba78aa|2402064|00|6|0|12|0.0083|18
201906|다라37ba78ab|2402064|00|2|0|3|0.0145|5
201906|다라37ba78ba|2402064|00|0|0|0|0.004|0
201906|다라37ba79aa|2402064|00|0|0|0|0.0018|0
201906|다라37ba79ab|2402064|00|0|0|0|0.0026|0
201906|다라37ba79ba|2402064|00|0|0|0|0.0022|0
201906|다라37ba79bb|2402064|00|0|0|0|0.0016|0
201906|다라37ba80aa|2402064|00|1|0|3|0.0172|4
201906|다라37bb77bb|2402064|00|0|0|0|0.0002|0
201906|다라37bb78aa|2402064|00|0|0|0|0.0023|0
201906|다라37bb78ab|2402064|00|0|0|9|0.0018|9
201906|다라37bb78ba|2402064|00|0|0|0|0.0096|0
201906|다라37bb78bb|2402064|00|0|0|0|0.0346|0
201906|다라37bb79aa|2402064|00|0|0|0|0.0188|0
201906|다라37bb79ab|2402064|00|5|0|11|0.0377|16
201906|다라37bb79ba|2402064|00|0|0|0|0.0026|0
201906|다라37bb79bb|2402064|00|0|0|0|0.0289|0
201906|다라37bb80aa|2402064|00|0|0|0|0.0007|0
201906|다라37bb80bb|2402064|00|0|0|0|0.0081|0
201906|다라38aa77bb|2402064|00|0|0|0|0.0004|0
201906|다라38aa78aa|2402064|00|0|0|0|0.0061|0
201906|다라38aa78ab|2402064|00|7|0|11|0.001|18
201906|다라38aa78ba|2402064|00|10|0|15|0.0019|25
201906|다라38aa78bb|2402064|00|0|0|0|0.0023|0
201906|다라38aa79aa|2402064|00|0|0|0|0.0082|0
201906|다라38aa79ab|2402064|00|51|12|97|0.0191|156
201906|다라38aa79ba|2402064|00|13|4|25|0.0592|42
201906|다라38aa79bb|2402064|00|0|0|0|0.0013|0
201906|다라38aa80ba|2402064|00|0|0|0|0.0174|0
201906|다라38aa80bb|2402064|00|0|0|0|0.0274|0
201906|다라38aa81aa|2402064|00|0|0|0|0.0006|0
201906|다라38aa81bb|2402064|00|0|0|0|0.0038|0
201906|다라38ab78aa|2402064|00|3|0|6|0.0045|8
201906|다라38ab78ab|2402064|00|9|0|15|0.0029|24
201906|다라38ab78ba|2402064|00|7|0|13|0.0035|20
201906|다라38ab78bb|2402064|00|1|0|1|0.0018|2
201906|다라38ab79aa|2402064|00|0|0|0|0.0029|0
201906|다라38ab79ab|2402064|00|4|1|12|0.022|17
201906|다라38ab79ba|2402064|00|39|9|74|0.2548|121
201906|다라38ab80aa|2402064|00|0|0|0|0.0043|0
201906|다라38ab81aa|2402064|00|0|0|0|0.0143|0
201906|다라38ab81ab|2402064|00|0|0|1|0.0083|1
201906|다라38ab81ba|2402064|00|0|0|0|0.0045|0
201906|다라38ab81bb|2402064|00|0|0|0|0.0258|0
201906|다라38ab82aa|2402064|00|0|0|0|0.0073|0
201906|다라38ab82ab|2402064|00|0|0|1|0.0072|1
201906|다라38ba77bb|2402064|00|0|0|0|0.0039|0
201906|다라38ba78ab|2402064|00|0|0|0|0.0005|0
201906|다라38ba78ba|2402064|00|0|0|0|0.0013|0
201906|다라38ba78bb|2402064|00|0|0|0|0.0023|0
201906|다라38ba79aa|2402064|00|0|0|0|0.0147|0
201906|다라38ba79ab|2402064|00|0|0|2|0.0105|2
201906|다라38ba79ba|2402064|00|3|0|9|0.0215|12
201906|다라38ba79bb|2402064|00|5|0|8|0.0212|13
201906|다라38ba80ba|2402064|00|0|0|0|0.0156|0
201906|다라38ba80bb|2402064|00|0|0|0|0.0161|0
201906|다라38ba81aa|2402064|00|0|0|0|0.0017|0
201906|다라38ba81ab|2402064|00|0|0|0|0.0154|0
201906|다라38ba81bb|2402064|00|0|0|0|0.0224|0
201906|다라38ba82aa|2402064|00|0|0|0|0.0033|0
201906|다라38ba82ab|2402064|00|0|0|0|0.0221|0
201906|다라38ba82ba|2402064|00|0|0|0|0.0342|0
201906|다라38ba84ba|2402057|00|5|0|0|0.0143|5
201906|다라38ba84bb|2402057|00|0|0|0|0.0277|0
201906|다라38ba85aa|2402057|00|4|0|0|0.0393|4
201906|다라38ba85ab|2402057|00|2|0|0|0.1653|2
201906|다라38ba85ba|2402057|00|0|0|0|0.0142|0
201906|다라38ba85bb|2402057|00|0|0|0|0.0442|0
201906|다라38bb79aa|2402064|00|0|0|0|0.0035|0
201906|다라38bb79ab|2402064|00|0|0|0|0.0155|0
201906|다라38bb79ba|2402064|00|36|8|67|0.118|110
201906|다라38bb79bb|2402064|00|14|2|33|0.0504|49
201906|다라38bb80aa|2402064|00|22|3|43|0.3503|68
201906|다라38bb80ab|2402064|00|0|0|2|0.0315|2
201906|다라38bb80ba|2402064|00|0|0|0|0.0159|0
201906|다라38bb80bb|2402064|00|0|0|0|0.073|0
201906|다라38bb81ba|2402064|00|2|1|5|0.0287|7
201906|다라38bb81bb|2402064|00|0|0|0|0.0346|0
201906|다라38bb82ab|2402064|00|5|1|9|0.0309|15
201906|다라38bb82ba|2402064|00|0|0|0|0.0596|0
201906|다라38bb82bb|2402064|00|13|1|24|0.0726|37
201906|다라38bb83aa|2402064|00|2|0|3|0.0624|5
201906|다라38bb83ba|2402064|00|0|0|0|0.0025|0
201906|다라38bb83bb|2402064|00|0|0|0|0.0167|0
201906|다라38bb84aa|2402057|00|4|0|0|0.0695|4
201906|다라38bb84ab|2402057|00|21|4|6|0.046|30
201906|다라38bb84ba|2402057|00|2|0|0|0.0095|2
201906|다라38bb84bb|2402057|00|0|0|0|0.0195|0
201906|다라38bb85aa|2402057|00|0|0|0|0.0242|0
201906|다라38bb85ab|2402057|00|5|0|1|0.0475|6
201906|다라38bb85ba|2402057|00|8|1|2|0.0848|10
201906|다라38bb85bb|2402057|00|1|0|0|0.0627|1
201906|다라39aa79aa|2402064|00|0|0|0|0.004|0
201906|다라39aa79ab|2402064|00|0|0|0|0.0154|0
201906|다라39aa79ba|2402064|00|0|0|0|0.0062|0
201906|다라39aa79bb|2402064|00|0|0|0|0.0178|0
201906|다라39aa80aa|2402064|00|2|0|4|0.1264|5
201906|다라39aa80ab|2402064|00|2|0|6|0.0846|8
201906|다라39aa80ba|2402064|00|10|2|17|0.0413|29
201906|다라39aa80bb|2402064|00|32|6|56|0.0094|90
201906|다라39aa81aa|2402064|00|9|1|15|0.005|25
201906|다라39aa81ab|2402064|00|1|0|4|0.0146|5
201906|다라39aa81ba|2402064|00|33|8|65|0.0207|106
201906|다라39aa81bb|2402064|00|4|0|9|0.0287|13
201906|다라39aa82aa|2402064|00|110|25|204|0.1729|336
201906|다라39aa82ab|2402064|00|55|11|98|0.1197|163
201906|다라39aa82ba|2402064|00|4|0|11|0.1295|15
201906|다라39aa82bb|2402064|00|79|19|151|0.217|248
201906|다라39aa83aa|2402064|00|92|22|168|0.1379|281
201906|다라39aa83ab|2402064|00|0|0|0|0.0764|0
201906|다라39aa83ba|2402064|00|0|0|0|0.2204|0
201906|다라39aa83bb|2402057|00|0|0|0|0.0849|0
201906|다라39aa84aa|2402057|00|0|0|0|0.031|0
201906|다라39aa84ab|2402057|00|0|0|0|0.0141|0
201906|다라39aa84ba|2402057|00|0|0|0|0.0022|0
201906|다라39aa84bb|2402057|00|0|0|0|0.0082|0
201906|다라39aa85aa|2402057|00|0|0|0|0.0368|0
201906|다라39aa85ab|2402057|00|49|11|16|0.0347|73
201906|다라39aa85ba|2402057|00|0|0|0|0.0232|0
201906|다라39aa85bb|2402057|00|2|0|0|0.1512|2
201906|다라39aa86aa|2402057|00|2|0|0|0.4034|2
201906|다라39ab78bb|2402064|00|0|0|0|0.0015|0
201906|다라39ab79aa|2402064|00|0|0|0|0.0052|0
201906|다라39ab79ab|2402064|00|0|0|0|0.0038|0
201906|다라39ab79ba|2402064|00|0|0|0|0.0103|0
201906|다라39ab79bb|2402064|00|0|0|0|0.0197|0
201906|다라39ab80ab|2402064|00|0|0|0|0.043|0
201906|다라39ab80ba|2402064|00|1|0|2|0.0331|3
201906|다라39ab80bb|2402064|00|3|0|5|0.0342|8
201906|다라39ab81aa|2402064|00|1|0|1|0.0147|2
201906|다라39ab81ab|2402064|00|0|0|0|0.0039|0
201906|다라39ab81ba|2402064|00|5|0|9|0.0142|14
201906|다라39ab81bb|2402064|00|9|0|19|0.016|27
201906|다라39ab82aa|2402064|00|1|0|6|0.025|7
201906|다라39ab82ba|2402064|00|0|0|0|0.0043|0
201906|다라39ab82bb|2402064|00|44|9|79|0.1174|130
201906|다라39ab83aa|2402064|00|68|17|124|0.2037|205
201906|다라39ab83ab|2402064|00|3|0|9|0.2712|12
201906|다라39ab83ba|2402064|00|0|0|0|0.0998|0
201906|다라39ab83bb|2402066|00|0|0|0|0.1781|0
201906|다라39ab84aa|2402066|00|13|0|5|0.2972|17
